"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"11 years"	"11"	"Female"	"F"	"2014"	"2014"	2002428
	"11 years"	"11"	"Female"	"F"	"2015"	"2015"	2022633
	"11 years"	"11"	"Female"	"F"	"2016"	"2016"	2023812
	"11 years"	"11"	"Female"	"F"	"2017"	"2017"	2034569
	"11 years"	"11"	"Female"	"F"	"2018"	"2018"	2056959
	"11 years"	"11"	"Female"	"F"	"2019"	"2019"	2053678
	"11 years"	"11"	"Female"	"F"	"2020"	"2020"	1995208
	"11 years"	"11"	"Male"	"M"	"2003"	"2003"	2176445
	"11 years"	"11"	"Male"	"M"	"2004"	"2004"	2156867
	"11 years"	"11"	"Male"	"M"	"2005"	"2005"	2124517
	"11 years"	"11"	"Male"	"M"	"2006"	"2006"	2121524
	"11 years"	"11"	"Male"	"M"	"2007"	"2007"	2101341
	"11 years"	"11"	"Male"	"M"	"2008"	"2008"	2072499
	"11 years"	"11"	"Male"	"M"	"2009"	"2009"	2080465
	"11 years"	"11"	"Male"	"M"	"2010"	"2010"	2104799
	"11 years"	"11"	"Male"	"M"	"2011"	"2011"	2147013
	"11 years"	"11"	"Male"	"M"	"2012"	"2012"	2116820
	"11 years"	"11"	"Male"	"M"	"2013"	"2013"	2069297
	"11 years"	"11"	"Male"	"M"	"2014"	"2014"	2083718
	"11 years"	"11"	"Male"	"M"	"2015"	"2015"	2106264
	"11 years"	"11"	"Male"	"M"	"2016"	"2016"	2110600
	"11 years"	"11"	"Male"	"M"	"2017"	"2017"	2125259
	"11 years"	"11"	"Male"	"M"	"2018"	"2018"	2148146
	"11 years"	"11"	"Male"	"M"	"2019"	"2019"	2140657
	"11 years"	"11"	"Male"	"M"	"2020"	"2020"	2077786
	"12 years"	"12"	"Female"	"F"	"2003"	"2003"	2114378
	"12 years"	"12"	"Female"	"F"	"2004"	"2004"	2097086
	"12 years"	"12"	"Female"	"F"	"2005"	"2005"	2072265
	"12 years"	"12"	"Female"	"F"	"2006"	"2006"	2048001
	"12 years"	"12"	"Female"	"F"	"2007"	"2007"	2044995
	"12 years"	"12"	"Female"	"F"	"2008"	"2008"	2031304
	"12 years"	"12"	"Female"	"F"	"2009"	"2009"	2010144
	"12 years"	"12"	"Female"	"F"	"2010"	"2010"	2009641
	"12 years"	"12"	"Female"	"F"	"2011"	"2011"	2016509
	"12 years"	"12"	"Female"	"F"	"2012"	"2012"	2056466
	"12 years"	"12"	"Female"	"F"	"2013"	"2013"	2035446
	"12 years"	"12"	"Female"	"F"	"2014"	"2014"	1993711
	"12 years"	"12"	"Female"	"F"	"2015"	"2015"	2008578
	"12 years"	"12"	"Female"	"F"	"2016"	"2016"	2029205
	"12 years"	"12"	"Female"	"F"	"2017"	"2017"	2030081
	"12 years"	"12"	"Female"	"F"	"2018"	"2018"	2039990
	"12 years"	"12"	"Female"	"F"	"2019"	"2019"	2060956
	"12 years"	"12"	"Female"	"F"	"2020"	"2020"	2057048
	"12 years"	"12"	"Male"	"M"	"2003"	"2003"	2218609
	"12 years"	"12"	"Male"	"M"	"2004"	"2004"	2196464
	"12 years"	"12"	"Male"	"M"	"2005"	"2005"	2178897
	"12 years"	"12"	"Male"	"M"	"2006"	"2006"	2148879
	"12 years"	"12"	"Male"	"M"	"2007"	"2007"	2147007
	"12 years"	"12"	"Male"	"M"	"2008"	"2008"	2128173
	"12 years"	"12"	"Male"	"M"	"2009"	"2009"	2100432
	"12 years"	"12"	"Male"	"M"	"2010"	"2010"	2103656
	"12 years"	"12"	"Male"	"M"	"2011"	"2011"	2109678
	"12 years"	"12"	"Male"	"M"	"2012"	"2012"	2152024
	"12 years"	"12"	"Male"	"M"	"2013"	"2013"	2122002
	"12 years"	"12"	"Male"	"M"	"2014"	"2014"	2075116
	"12 years"	"12"	"Male"	"M"	"2015"	"2015"	2090047
	"12 years"	"12"	"Male"	"M"	"2016"	"2016"	2113160
	"12 years"	"12"	"Male"	"M"	"2017"	"2017"	2116965
	"12 years"	"12"	"Male"	"M"	"2018"	"2018"	2130613
	"12 years"	"12"	"Male"	"M"	"2019"	"2019"	2152085
	"12 years"	"12"	"Male"	"M"	"2020"	"2020"	2143929
	"13 years"	"13"	"Female"	"F"	"2003"	"2003"	2144999
	"13 years"	"13"	"Female"	"F"	"2004"	"2004"	2122487
	"13 years"	"13"	"Female"	"F"	"2005"	"2005"	2104267
	"13 years"	"13"	"Female"	"F"	"2006"	"2006"	2078526
	"13 years"	"13"	"Female"	"F"	"2007"	"2007"	2052707
	"13 years"	"13"	"Female"	"F"	"2008"	"2008"	2048464
	"13 years"	"13"	"Female"	"F"	"2009"	"2009"	2033250
	"13 years"	"13"	"Female"	"F"	"2010"	"2010"	2014688
	"13 years"	"13"	"Female"	"F"	"2011"	"2011"	2015383
	"13 years"	"13"	"Female"	"F"	"2012"	"2012"	2022068
	"13 years"	"13"	"Female"	"F"	"2013"	"2013"	2062095
	"13 years"	"13"	"Female"	"F"	"2014"	"2014"	2041565
	"13 years"	"13"	"Female"	"F"	"2015"	"2015"	2000331
	"13 years"	"13"	"Female"	"F"	"2016"	"2016"	2015641
	"13 years"	"13"	"Female"	"F"	"2017"	"2017"	2035642
	"13 years"	"13"	"Female"	"F"	"2018"	"2018"	2035641
	"13 years"	"13"	"Female"	"F"	"2019"	"2019"	2044162
	"13 years"	"13"	"Female"	"F"	"2020"	"2020"	2064369
	"13 years"	"13"	"Male"	"M"	"2003"	"2003"	2256394
	"13 years"	"13"	"Male"	"M"	"2004"	"2004"	2227712
	"13 years"	"13"	"Male"	"M"	"2005"	"2005"	2204584
	"13 years"	"13"	"Male"	"M"	"2006"	"2006"	2186207
	"13 years"	"13"	"Male"	"M"	"2007"	"2007"	2154619
	"13 years"	"13"	"Male"	"M"	"2008"	"2008"	2151552
	"13 years"	"13"	"Male"	"M"	"2009"	"2009"	2131163
	"13 years"	"13"	"Male"	"M"	"2010"	"2010"	2104928
	"13 years"	"13"	"Male"	"M"	"2011"	"2011"	2108841
	"13 years"	"13"	"Male"	"M"	"2012"	"2012"	2114843
	"13 years"	"13"	"Male"	"M"	"2013"	"2013"	2157355
	"13 years"	"13"	"Male"	"M"	"2014"	"2014"	2128065
	"13 years"	"13"	"Male"	"M"	"2015"	"2015"	2081713
	"13 years"	"13"	"Male"	"M"	"2016"	"2016"	2097241
	"13 years"	"13"	"Male"	"M"	"2017"	"2017"	2119845
	"13 years"	"13"	"Male"	"M"	"2018"	"2018"	2122616
	"13 years"	"13"	"Male"	"M"	"2019"	"2019"	2134771
	"13 years"	"13"	"Male"	"M"	"2020"	"2020"	2155552
	"14 years"	"14"	"Female"	"F"	"2003"	"2003"	2058247
	"14 years"	"14"	"Female"	"F"	"2004"	"2004"	2147180
	"14 years"	"14"	"Female"	"F"	"2005"	"2005"	2122621
	"14 years"	"14"	"Female"	"F"	"2006"	"2006"	2102559
	"14 years"	"14"	"Female"	"F"	"2007"	"2007"	2074283
	"14 years"	"14"	"Female"	"F"	"2008"	"2008"	2046376
	"14 years"	"14"	"Female"	"F"	"2009"	"2009"	2039626
	"14 years"	"14"	"Female"	"F"	"2010"	"2010"	2022654
	"14 years"	"14"	"Female"	"F"	"2011"	"2011"	2020693
	"14 years"	"14"	"Female"	"F"	"2012"	"2012"	2021101
	"14 years"	"14"	"Female"	"F"	"2013"	"2013"	2028021
	"14 years"	"14"	"Female"	"F"	"2014"	"2014"	2068613
	"14 years"	"14"	"Female"	"F"	"2015"	"2015"	2048610
	"14 years"	"14"	"Female"	"F"	"2016"	"2016"	2007870
	"14 years"	"14"	"Female"	"F"	"2017"	"2017"	2022540
	"14 years"	"14"	"Female"	"F"	"2018"	"2018"	2041625
	"14 years"	"14"	"Female"	"F"	"2019"	"2019"	2040262
	"14 years"	"14"	"Female"	"F"	"2020"	"2020"	2047865
	"14 years"	"14"	"Male"	"M"	"2003"	"2003"	2163637
	"14 years"	"14"	"Male"	"M"	"2004"	"2004"	2261079
	"14 years"	"14"	"Male"	"M"	"2005"	"2005"	2230595
	"14 years"	"14"	"Male"	"M"	"2006"	"2006"	2205891
	"14 years"	"14"	"Male"	"M"	"2007"	"2007"	2185221
	"14 years"	"14"	"Male"	"M"	"2008"	"2008"	2151718
	"14 years"	"14"	"Male"	"M"	"2009"	"2009"	2146254
	"14 years"	"14"	"Male"	"M"	"2010"	"2010"	2122875
	"14 years"	"14"	"Male"	"M"	"2011"	"2011"	2110556
	"14 years"	"14"	"Male"	"M"	"2012"	"2012"	2114385
	"14 years"	"14"	"Male"	"M"	"2013"	"2013"	2120660
	"14 years"	"14"	"Male"	"M"	"2014"	"2014"	2164213
	"14 years"	"14"	"Male"	"M"	"2015"	"2015"	2135404
	"14 years"	"14"	"Male"	"M"	"2016"	"2016"	2089327
	"14 years"	"14"	"Male"	"M"	"2017"	"2017"	2104341
	"14 years"	"14"	"Male"	"M"	"2018"	"2018"	2125846
	"14 years"	"14"	"Male"	"M"	"2019"	"2019"	2127210
	"14 years"	"14"	"Male"	"M"	"2020"	"2020"	2138493
	"15 years"	"15"	"Female"	"F"	"2003"	"2003"	2032351
	"15 years"	"15"	"Female"	"F"	"2004"	"2004"	2076760
	"15 years"	"15"	"Female"	"F"	"2005"	"2005"	2168521
	"15 years"	"15"	"Female"	"F"	"2006"	"2006"	2146323
	"15 years"	"15"	"Female"	"F"	"2007"	"2007"	2127798
	"15 years"	"15"	"Female"	"F"	"2008"	"2008"	2101218
	"15 years"	"15"	"Female"	"F"	"2009"	"2009"	2074716
	"15 years"	"15"	"Female"	"F"	"2010"	"2010"	2060533
	"15 years"	"15"	"Female"	"F"	"2011"	"2011"	2029406
	"15 years"	"15"	"Female"	"F"	"2012"	"2012"	2027053
	"15 years"	"15"	"Female"	"F"	"2013"	"2013"	2027712
	"15 years"	"15"	"Female"	"F"	"2014"	"2014"	2035532
	"15 years"	"15"	"Female"	"F"	"2015"	"2015"	2076776
	"15 years"	"15"	"Female"	"F"	"2016"	"2016"	2057103
	"15 years"	"15"	"Female"	"F"	"2017"	"2017"	2015600
	"15 years"	"15"	"Female"	"F"	"2018"	"2018"	2029202
	"15 years"	"15"	"Female"	"F"	"2019"	"2019"	2047010
	"15 years"	"15"	"Female"	"F"	"2020"	"2020"	2044536
	"15 years"	"15"	"Male"	"M"	"2003"	"2003"	2140303
	"15 years"	"15"	"Male"	"M"	"2004"	"2004"	2188103
	"15 years"	"15"	"Male"	"M"	"2005"	"2005"	2288448
	"15 years"	"15"	"Male"	"M"	"2006"	"2006"	2260192
	"15 years"	"15"	"Male"	"M"	"2007"	"2007"	2236697
	"15 years"	"15"	"Male"	"M"	"2008"	"2008"	2217764
	"15 years"	"15"	"Male"	"M"	"2009"	"2009"	2185191
	"15 years"	"15"	"Male"	"M"	"2010"	"2010"	2170381
	"15 years"	"15"	"Male"	"M"	"2011"	"2011"	2129212
	"15 years"	"15"	"Male"	"M"	"2012"	"2012"	2116779
	"15 years"	"15"	"Male"	"M"	"2013"	"2013"	2121065
	"15 years"	"15"	"Male"	"M"	"2014"	"2014"	2128668
	"15 years"	"15"	"Male"	"M"	"2015"	"2015"	2172730
	"15 years"	"15"	"Male"	"M"	"2016"	"2016"	2144039
	"15 years"	"15"	"Male"	"M"	"2017"	"2017"	2097409
	"15 years"	"15"	"Male"	"M"	"2018"	"2018"	2111119
	"15 years"	"15"	"Male"	"M"	"2019"	"2019"	2131232
	"15 years"	"15"	"Male"	"M"	"2020"	"2020"	2131384
	"16 years"	"16"	"Female"	"F"	"2003"	"2003"	2012581
	"16 years"	"16"	"Female"	"F"	"2004"	"2004"	2048548
	"16 years"	"16"	"Female"	"F"	"2005"	"2005"	2094194
	"16 years"	"16"	"Female"	"F"	"2006"	"2006"	2187586
	"16 years"	"16"	"Female"	"F"	"2007"	"2007"	2165619
	"16 years"	"16"	"Female"	"F"	"2008"	"2008"	2147828
	"16 years"	"16"	"Female"	"F"	"2009"	"2009"	2121530
	"16 years"	"16"	"Female"	"F"	"2010"	"2010"	2098173
	"16 years"	"16"	"Female"	"F"	"2011"	"2011"	2068363
	"16 years"	"16"	"Female"	"F"	"2012"	"2012"	2036904
	"16 years"	"16"	"Female"	"F"	"2013"	"2013"	2034928
	"16 years"	"16"	"Female"	"F"	"2014"	"2014"	2036566
	"16 years"	"16"	"Female"	"F"	"2015"	"2015"	2044802
	"16 years"	"16"	"Female"	"F"	"2016"	"2016"	2086241
	"16 years"	"16"	"Female"	"F"	"2017"	"2017"	2065586
	"16 years"	"16"	"Female"	"F"	"2018"	"2018"	2022806
	"16 years"	"16"	"Female"	"F"	"2019"	"2019"	2035149
	"16 years"	"16"	"Female"	"F"	"2020"	"2020"	2051722
	"16 years"	"16"	"Male"	"M"	"2003"	"2003"	2126560
	"16 years"	"16"	"Male"	"M"	"2004"	"2004"	2165214
	"16 years"	"16"	"Male"	"M"	"2005"	"2005"	2213951
	"16 years"	"16"	"Male"	"M"	"2006"	"2006"	2315411
	"16 years"	"16"	"Male"	"M"	"2007"	"2007"	2286631
	"16 years"	"16"	"Male"	"M"	"2008"	"2008"	2263348
	"16 years"	"16"	"Male"	"M"	"2009"	"2009"	2243808
	"16 years"	"16"	"Male"	"M"	"2010"	"2010"	2214929
	"16 years"	"16"	"Male"	"M"	"2011"	"2011"	2178633
	"16 years"	"16"	"Male"	"M"	"2012"	"2012"	2137213
	"16 years"	"16"	"Male"	"M"	"2013"	"2013"	2125197
	"16 years"	"16"	"Male"	"M"	"2014"	"2014"	2130552
	"16 years"	"16"	"Male"	"M"	"2015"	"2015"	2138534
	"16 years"	"16"	"Male"	"M"	"2016"	"2016"	2182893
	"16 years"	"16"	"Male"	"M"	"2017"	"2017"	2153352
	"16 years"	"16"	"Male"	"M"	"2018"	"2018"	2105283
	"16 years"	"16"	"Male"	"M"	"2019"	"2019"	2117603
	"16 years"	"16"	"Male"	"M"	"2020"	"2020"	2136152
	"17 years"	"17"	"Female"	"F"	"2003"	"2003"	2015547
	"17 years"	"17"	"Female"	"F"	"2004"	"2004"	2021150
	"17 years"	"17"	"Female"	"F"	"2005"	"2005"	2055847
	"17 years"	"17"	"Female"	"F"	"2006"	"2006"	2100214
	"17 years"	"17"	"Female"	"F"	"2007"	"2007"	2191076
	"17 years"	"17"	"Female"	"F"	"2008"	"2008"	2167548
	"17 years"	"17"	"Female"	"F"	"2009"	"2009"	2147758
	"17 years"	"17"	"Female"	"F"	"2010"	"2010"	2123468
	"17 years"	"17"	"Female"	"F"	"2011"	"2011"	2108201
	"17 years"	"17"	"Female"	"F"	"2012"	"2012"	2078115
	"17 years"	"17"	"Female"	"F"	"2013"	"2013"	2046767
	"17 years"	"17"	"Female"	"F"	"2014"	"2014"	2045824
	"17 years"	"17"	"Female"	"F"	"2015"	"2015"	2047831
	"17 years"	"17"	"Female"	"F"	"2016"	"2016"	2056396
	"17 years"	"17"	"Female"	"F"	"2017"	"2017"	2096760
	"17 years"	"17"	"Female"	"F"	"2018"	"2018"	2074467
	"17 years"	"17"	"Female"	"F"	"2019"	"2019"	2030479
	"17 years"	"17"	"Female"	"F"	"2020"	"2020"	2040904
	"17 years"	"17"	"Male"	"M"	"2003"	"2003"	2144766
	"17 years"	"17"	"Male"	"M"	"2004"	"2004"	2146158
	"17 years"	"17"	"Male"	"M"	"2005"	"2005"	2183662
	"17 years"	"17"	"Male"	"M"	"2006"	"2006"	2231279
	"17 years"	"17"	"Male"	"M"	"2007"	"2007"	2329969
	"17 years"	"17"	"Male"	"M"	"2008"	"2008"	2299512
	"17 years"	"17"	"Male"	"M"	"2009"	"2009"	2273583
	"17 years"	"17"	"Male"	"M"	"2010"	"2010"	2252726
	"17 years"	"17"	"Male"	"M"	"2011"	"2011"	2226267
	"17 years"	"17"	"Male"	"M"	"2012"	"2012"	2189452
	"17 years"	"17"	"Male"	"M"	"2013"	"2013"	2148303
	"17 years"	"17"	"Male"	"M"	"2014"	"2014"	2137239
	"17 years"	"17"	"Male"	"M"	"2015"	"2015"	2142909
	"17 years"	"17"	"Male"	"M"	"2016"	"2016"	2151327
	"17 years"	"17"	"Male"	"M"	"2017"	"2017"	2194851
	"17 years"	"17"	"Male"	"M"	"2018"	"2018"	2163297
	"17 years"	"17"	"Male"	"M"	"2019"	"2019"	2114057
	"17 years"	"17"	"Male"	"M"	"2020"	"2020"	2123989
	"18 years"	"18"	"Female"	"F"	"2003"	"2003"	2032257
	"18 years"	"18"	"Female"	"F"	"2004"	"2004"	2041748
	"18 years"	"18"	"Female"	"F"	"2005"	"2005"	2050714
	"18 years"	"18"	"Female"	"F"	"2006"	"2006"	2088493
	"18 years"	"18"	"Female"	"F"	"2007"	"2007"	2135140
	"18 years"	"18"	"Female"	"F"	"2008"	"2008"	2230353
	"18 years"	"18"	"Female"	"F"	"2009"	"2009"	2208513
	"18 years"	"18"	"Female"	"F"	"2010"	"2010"	2185114
	"18 years"	"18"	"Female"	"F"	"2011"	"2011"	2135893
	"18 years"	"18"	"Female"	"F"	"2012"	"2012"	2120196
	"18 years"	"18"	"Female"	"F"	"2013"	"2013"	2090205
	"18 years"	"18"	"Female"	"F"	"2014"	"2014"	2060101
	"18 years"	"18"	"Female"	"F"	"2015"	"2015"	2059562
	"18 years"	"18"	"Female"	"F"	"2016"	"2016"	2061901
	"18 years"	"18"	"Female"	"F"	"2017"	"2017"	2069414
	"18 years"	"18"	"Female"	"F"	"2018"	"2018"	2107615
	"18 years"	"18"	"Female"	"F"	"2019"	"2019"	2084055
	"18 years"	"18"	"Female"	"F"	"2020"	"2020"	2037848
	"18 years"	"18"	"Male"	"M"	"2003"	"2003"	2169578
	"18 years"	"18"	"Male"	"M"	"2004"	"2004"	2172313
	"18 years"	"18"	"Male"	"M"	"2005"	"2005"	2174412
	"18 years"	"18"	"Male"	"M"	"2006"	"2006"	2212557
	"18 years"	"18"	"Male"	"M"	"2007"	"2007"	2259498
	"18 years"	"18"	"Male"	"M"	"2008"	"2008"	2357770
	"18 years"	"18"	"Male"	"M"	"2009"	"2009"	2326121
	"18 years"	"18"	"Male"	"M"	"2010"	"2010"	2305521
	"18 years"	"18"	"Male"	"M"	"2011"	"2011"	2266154
	"18 years"	"18"	"Male"	"M"	"2012"	"2012"	2239055
	"18 years"	"18"	"Male"	"M"	"2013"	"2013"	2202868
	"18 years"	"18"	"Male"	"M"	"2014"	"2014"	2162801
	"18 years"	"18"	"Male"	"M"	"2015"	"2015"	2152816
	"18 years"	"18"	"Male"	"M"	"2016"	"2016"	2158323
	"18 years"	"18"	"Male"	"M"	"2017"	"2017"	2165520
	"18 years"	"18"	"Male"	"M"	"2018"	"2018"	2206844
	"18 years"	"18"	"Male"	"M"	"2019"	"2019"	2173898
	"18 years"	"18"	"Male"	"M"	"2020"	"2020"	2122009
	"19 years"	"19"	"Female"	"F"	"2003"	"2003"	1993831
	"19 years"	"19"	"Female"	"F"	"2004"	"2004"	2054587
	"19 years"	"19"	"Female"	"F"	"2005"	"2005"	2065513
	"19 years"	"19"	"Female"	"F"	"2006"	"2006"	2074677
	"19 years"	"19"	"Female"	"F"	"2007"	"2007"	2111693
	"19 years"	"19"	"Female"	"F"	"2008"	"2008"	2158201
	"19 years"	"19"	"Female"	"F"	"2009"	"2009"	2252054
	"19 years"	"19"	"Female"	"F"	"2010"	"2010"	2236304
	"19 years"	"19"	"Female"	"F"	"2011"	"2011"	2198867
	"19 years"	"19"	"Female"	"F"	"2012"	"2012"	2148765
	"19 years"	"19"	"Female"	"F"	"2013"	"2013"	2132949
	"19 years"	"19"	"Female"	"F"	"2014"	"2014"	2104157
	"19 years"	"19"	"Female"	"F"	"2015"	"2015"	2074268
	"19 years"	"19"	"Female"	"F"	"2016"	"2016"	2073693
	"19 years"	"19"	"Female"	"F"	"2017"	"2017"	2075093
	"19 years"	"19"	"Female"	"F"	"2018"	"2018"	2079986
	"19 years"	"19"	"Female"	"F"	"2019"	"2019"	2116882
	"19 years"	"19"	"Female"	"F"	"2020"	"2020"	2091322
	"19 years"	"19"	"Male"	"M"	"2003"	"2003"	2129392
	"19 years"	"19"	"Male"	"M"	"2004"	"2004"	2187971
	"19 years"	"19"	"Male"	"M"	"2005"	"2005"	2190952
	"19 years"	"19"	"Male"	"M"	"2006"	"2006"	2190977
	"19 years"	"19"	"Male"	"M"	"2007"	"2007"	2223695
	"19 years"	"19"	"Male"	"M"	"2008"	"2008"	2267338
	"19 years"	"19"	"Male"	"M"	"2009"	"2009"	2359536
	"19 years"	"19"	"Male"	"M"	"2010"	"2010"	2334720
	"19 years"	"19"	"Male"	"M"	"2011"	"2011"	2320747
	"19 years"	"19"	"Male"	"M"	"2012"	"2012"	2280488
	"19 years"	"19"	"Male"	"M"	"2013"	"2013"	2253482
	"19 years"	"19"	"Male"	"M"	"2014"	"2014"	2218922
	"19 years"	"19"	"Male"	"M"	"2015"	"2015"	2180044
	"19 years"	"19"	"Male"	"M"	"2016"	"2016"	2168227
	"19 years"	"19"	"Male"	"M"	"2017"	"2017"	2172001
	"19 years"	"19"	"Male"	"M"	"2018"	"2018"	2176447
	"19 years"	"19"	"Male"	"M"	"2019"	"2019"	2216058
	"19 years"	"19"	"Male"	"M"	"2020"	"2020"	2181063
	"20 years"	"20"	"Female"	"F"	"2003"	"2003"	2010652
	"20 years"	"20"	"Female"	"F"	"2004"	"2004"	1998909
	"20 years"	"20"	"Female"	"F"	"2005"	"2005"	2055521
	"20 years"	"20"	"Female"	"F"	"2006"	"2006"	2063126
	"20 years"	"20"	"Female"	"F"	"2007"	"2007"	2067209
	"20 years"	"20"	"Female"	"F"	"2008"	"2008"	2099954
	"20 years"	"20"	"Female"	"F"	"2009"	"2009"	2141586
	"20 years"	"20"	"Female"	"F"	"2010"	"2010"	2236473
	"20 years"	"20"	"Female"	"F"	"2011"	"2011"	2250104
	"20 years"	"20"	"Female"	"F"	"2012"	"2012"	2211880
	"20 years"	"20"	"Female"	"F"	"2013"	"2013"	2161049
	"20 years"	"20"	"Female"	"F"	"2014"	"2014"	2146046
	"20 years"	"20"	"Female"	"F"	"2015"	"2015"	2117728
	"20 years"	"20"	"Female"	"F"	"2016"	"2016"	2087602
	"20 years"	"20"	"Female"	"F"	"2017"	"2017"	2085634
	"20 years"	"20"	"Female"	"F"	"2018"	"2018"	2084311
	"20 years"	"20"	"Female"	"F"	"2019"	"2019"	2088028
	"20 years"	"20"	"Female"	"F"	"2020"	"2020"	2123140
	"20 years"	"20"	"Male"	"M"	"2003"	"2003"	2146225
	"20 years"	"20"	"Male"	"M"	"2004"	"2004"	2132862
	"20 years"	"20"	"Male"	"M"	"2005"	"2005"	2185676
	"20 years"	"20"	"Male"	"M"	"2006"	"2006"	2184969
	"20 years"	"20"	"Male"	"M"	"2007"	"2007"	2175195
	"20 years"	"20"	"Male"	"M"	"2008"	"2008"	2203034
	"20 years"	"20"	"Male"	"M"	"2009"	"2009"	2242042
	"20 years"	"20"	"Male"	"M"	"2010"	"2010"	2331674
	"20 years"	"20"	"Male"	"M"	"2011"	"2011"	2349199
	"20 years"	"20"	"Male"	"M"	"2012"	"2012"	2336784
	"20 years"	"20"	"Male"	"M"	"2013"	"2013"	2294324
	"20 years"	"20"	"Male"	"M"	"2014"	"2014"	2267857
	"20 years"	"20"	"Male"	"M"	"2015"	"2015"	2234701
	"20 years"	"20"	"Male"	"M"	"2016"	"2016"	2194038
	"20 years"	"20"	"Male"	"M"	"2017"	"2017"	2179001
	"20 years"	"20"	"Male"	"M"	"2018"	"2018"	2179864
	"20 years"	"20"	"Male"	"M"	"2019"	"2019"	2183708
	"20 years"	"20"	"Male"	"M"	"2020"	"2020"	2221432
	"21 years"	"21"	"Female"	"F"	"2003"	"2003"	2031746
	"21 years"	"21"	"Female"	"F"	"2004"	"2004"	2024168
	"21 years"	"21"	"Female"	"F"	"2005"	"2005"	2011168
	"21 years"	"21"	"Female"	"F"	"2006"	"2006"	2067384
	"21 years"	"21"	"Female"	"F"	"2007"	"2007"	2072600
	"21 years"	"21"	"Female"	"F"	"2008"	"2008"	2075396
	"21 years"	"21"	"Female"	"F"	"2009"	"2009"	2106392
	"21 years"	"21"	"Female"	"F"	"2010"	"2010"	2146696
	"21 years"	"21"	"Female"	"F"	"2011"	"2011"	2250260
	"21 years"	"21"	"Female"	"F"	"2012"	"2012"	2263967
	"21 years"	"21"	"Female"	"F"	"2013"	"2013"	2225195
	"21 years"	"21"	"Female"	"F"	"2014"	"2014"	2175140
	"21 years"	"21"	"Female"	"F"	"2015"	"2015"	2160465
	"21 years"	"21"	"Female"	"F"	"2016"	"2016"	2131541
	"21 years"	"21"	"Female"	"F"	"2017"	"2017"	2099827
	"21 years"	"21"	"Female"	"F"	"2018"	"2018"	2095239
	"21 years"	"21"	"Female"	"F"	"2019"	"2019"	2092615
	"21 years"	"21"	"Female"	"F"	"2020"	"2020"	2094326
	"21 years"	"21"	"Male"	"M"	"2003"	"2003"	2135808
	"21 years"	"21"	"Male"	"M"	"2004"	"2004"	2156023
	"21 years"	"21"	"Male"	"M"	"2005"	"2005"	2139490
	"21 years"	"21"	"Male"	"M"	"2006"	"2006"	2191406
	"21 years"	"21"	"Male"	"M"	"2007"	"2007"	2184771
	"21 years"	"21"	"Male"	"M"	"2008"	"2008"	2176554
	"21 years"	"21"	"Male"	"M"	"2009"	"2009"	2201022
	"21 years"	"21"	"Male"	"M"	"2010"	"2010"	2240917
	"21 years"	"21"	"Male"	"M"	"2011"	"2011"	2344762
	"21 years"	"21"	"Male"	"M"	"2012"	"2012"	2367475
	"21 years"	"21"	"Male"	"M"	"2013"	"2013"	2351202
	"21 years"	"21"	"Male"	"M"	"2014"	"2014"	2308700
	"21 years"	"21"	"Male"	"M"	"2015"	"2015"	2283851
	"21 years"	"21"	"Male"	"M"	"2016"	"2016"	2249066
	"21 years"	"21"	"Male"	"M"	"2017"	"2017"	2205043
	"21 years"	"21"	"Male"	"M"	"2018"	"2018"	2186964
	"21 years"	"21"	"Male"	"M"	"2019"	"2019"	2187024
	"21 years"	"21"	"Male"	"M"	"2020"	"2020"	2188824
	"22 years"	"22"	"Female"	"F"	"2003"	"2003"	2057360
	"22 years"	"22"	"Female"	"F"	"2004"	"2004"	2035635
	"22 years"	"22"	"Female"	"F"	"2005"	"2005"	2024927
	"22 years"	"22"	"Female"	"F"	"2006"	"2006"	2009498
	"22 years"	"22"	"Female"	"F"	"2007"	"2007"	2060669
	"22 years"	"22"	"Female"	"F"	"2008"	"2008"	2062511
	"22 years"	"22"	"Female"	"F"	"2009"	"2009"	2060876
	"22 years"	"22"	"Female"	"F"	"2010"	"2010"	2098589
	"22 years"	"22"	"Female"	"F"	"2011"	"2011"	2161483
	"22 years"	"22"	"Female"	"F"	"2012"	"2012"	2265138
	"22 years"	"22"	"Female"	"F"	"2013"	"2013"	2278993
	"22 years"	"22"	"Female"	"F"	"2014"	"2014"	2241141
	"22 years"	"22"	"Female"	"F"	"2015"	"2015"	2191566
	"22 years"	"22"	"Female"	"F"	"2016"	"2016"	2176173
	"22 years"	"22"	"Female"	"F"	"2017"	"2017"	2145599
	"22 years"	"22"	"Female"	"F"	"2018"	"2018"	2111012
	"22 years"	"22"	"Female"	"F"	"2019"	"2019"	2105115
	"22 years"	"22"	"Female"	"F"	"2020"	"2020"	2100049
	"22 years"	"22"	"Male"	"M"	"2003"	"2003"	2117934
	"22 years"	"22"	"Male"	"M"	"2004"	"2004"	2137442
	"22 years"	"22"	"Male"	"M"	"2005"	"2005"	2151169
	"22 years"	"22"	"Male"	"M"	"2006"	"2006"	2132034
	"22 years"	"22"	"Male"	"M"	"2007"	"2007"	2175374
	"22 years"	"22"	"Male"	"M"	"2008"	"2008"	2170281
